654490,6665532,83 R EDOUARD VAILLANT,
654554,6664234,11 R DE BEAUMONT,
654445,6662373,7 PROM CHARLES DICKENS,
654445,6662373,13 PROM CHARLES DICKENS,
656099,6663618,5 ALL DU POINT ZERO,
654445,6662373,11 PROM CHARLES DICKENS,
654445,6662373,9 PROM CHARLES DICKENS,
656648,6667426,6 R GEORGES POLITZER,
650622,6662077,8 CHE DE BEAULIEU,
650729,6661993,13 CHE DE BEAULIEU,
653589,6665350,3 PL RABELAIS,
653592,6665349,1 PL RABELAIS,
650649,6662057,10 CHE DE BEAULIEU,
655251,6669276,44 R RASPAIL,
655259,6669258,22 R RASPAIL,
650730,6661980,24 CHE DE BEAULIEU,
655282,6669249,58 R RASPAIL,
650654,6662053,12 CHE DE BEAULIEU,
651476,6664122,0 LES GRANDS DANJONS,
655530,6665076,69 R CHARLET,
655498,6665075,61 R CHARLET,
656538,6667124,0 R GASTON BERGER,
656498,6667206,0 R GASTON BERGER,
653767,6664602,2 R DES URBETS,
655081,6663968,2 R JEAN DE BERRY,
653547,6663174,26 COUR JEAN LOUIS BONCOEUR,
653573,6663179,14 COUR JEAN LOUIS BONCOEUR,
653531,6663176,12 COUR JEAN LOUIS BONCOEUR,
653539,6663175,20 COUR JEAN LOUIS BONCOEUR,
653598,6663185,46 COUR JEAN LOUIS BONCOEUR,
653548,6663174,22 COUR JEAN LOUIS BONCOEUR,
653569,6663187,7 COUR JEAN LOUIS BONCOEUR,
653592,6663183,44 COUR JEAN LOUIS BONCOEUR,
653522,6663177,10 COUR JEAN LOUIS BONCOEUR,
653257,6663351,32 IMP CAMILLE PELLETAN,
651384,6662625,163 CHE DE VILLENEUVE,
651379,6662622,167 CHE DE VILLENEUVE,
656492,6667576,4 R HUBERT DE LAGARDE,
652847,6663480,24 AV DES FRERES VOISIN,
656376,6662680,8 ALL CAMILLE GUERIN,
653986,6665682,56 AV JEAN JAURES,
651887,6664809,151 R LOUIS MALLET,
654637,6664913,3 R PESCHEREAU,
653679,6665000,6 R PAUL COMMENGE,
655507,6664008,55 BD AUGER,
655836,6664964,127 AV ERNEST RENAN,
654227,6663978,34 R HENRI SELLIER,
654234,6663933,36 R HENRI SELLIER,
654668,6663602,10 R COLBERT,
654759,6664357,1 R CAROLUS,
654261,6668424,19 CHE DES GROSSES PLANTES,
654264,6668422,17 CHE DES GROSSES PLANTES,
655096,6664330,55 BD DU MARECHAL FOCH,
655440,6667217,5 R FRANCOIS VILLON,
655102,6664337,55 BD DU MARECHAL FOCH,
656414,6664661,23 R RENE COURTOISON,
656423,6664659,24 R RENE COURTOISON,
653739,6664057,37 R THEOPHILE LAMY,
656205,6667168,204 RTE DE SAINT-MICHEL,
653738,6664084,37 R THEOPHILE LAMY,
654903,6665010,38 R CHARLET,
652034,6663044,82 CHE DE VILLENEUVE,
654080,6662844,7 R MARCEL ET RENE CHERRIER,
654871,6668583,27 CHE DES ROGIERES,
654885,6668488,44 CHE DES ROGIERES,
654080,6662844,7 R MARCEL ET RENE CHERRIER,
651329,6664366,10 ALL EVARISTE GALOIS,
655549,6665151,0 CHE DES COMMUNES,
653819,6664696,1 COUR DU NORD,
653824,6664700,10 COUR DU NORD,
655981,6665249,0 LES PICAULTS,
654414,6662969,80 R DE LAZENAY,
654036,6661802,26 R DE PALENCIA,
654041,6664583,4 R DES VERTUS,
654034,6661823,24 R DE PALENCIA,
654419,6662904,90 R DE LAZENAY,
657106,6661590,225 RTE DE DUN,
654805,6665059,2 CHE DES PREBENDES,
654651,6664097,4 R BERTIN,
653058,6663851,2 R BUFFON,
653545,6665300,22 R JEAN CHAUMEAU,
653545,6665300,24 R JEAN CHAUMEAU,
653533,6665286,25 R JEAN CHAUMEAU,
654454,6666910,6 R HENRI BECQUEREL,
654654,6665348,0 BD DU GENERAL CHANZY,
654454,6666910,6 R HENRI BECQUEREL,
654656,6665340,0 BD DU GENERAL CHANZY,
653388,6662818,6 CHE DU FOUR A CHAUX,
654731,6665945,6 COUR DU BAT D'ARGENT,
656908,6664975,72 AV FRANCOIS MITTERRAND,
656466,6664979,42 AV PIERRE BEREGOVOY,
651658,6663923,18 CHE TORTIOT,
651661,6663938,18 CHE TORTIOT,
654626,6665441,24 BD DU GENERAL CHANZY,
654427,6665517,1 COUR CHAFFAUD,
653545,6663342,49 AV DE SAINT-AMAND,
653551,6663375,43 AV DE SAINT-AMAND,
653528,6663301,82 AV DE SAINT-AMAND,
655927,6664235,0 PL DE LA PYROTECHNIE,
655911,6664223,6 PL DE LA PYROTECHNIE,
655963,6662888,174 AV DE DUN-SUR-AURON,
655889,6662999,75 AV DE DUN-SUR-AURON,
653224,6663927,6 ALL DES MARRONNIERS,
654505,6664888,85 R BOURBONNOUX,
653340,6665593,38 AV D'ORLEANS,
654146,6665026,12 R MOYENNE,
653233,6664555,46 R LOUIS MALLET,
653191,6664564,56 R LOUIS MALLET,
656125,6664078,17 ALL NAPOLEON III,
656125,6664078,17 ALL NAPOLEON III,
653533,6664350,36 R JEAN JACQUES ROUSSEAU,
653694,6664104,63 R BARBES,
